id,timestamp,duration,context,current_text
qqG96G8YdcE_1930279,1930.279,3.88,every time that zalinski comes to this country he walks away with $60 billion do he's the greatest salesman ever and I'm not knocking him I'm not knocking anything I'm only saying the money that,do he's the greatest salesman ever and
qqG96G8YdcE_1932440,1932.44,4.719,country he walks away with $60 billion do he's the greatest salesman ever and I'm not knocking him I'm not knocking anything I'm only saying the money that we're spending on this war and we,I'm not knocking him I'm not knocking
qqG96G8YdcE_1934159,1934.159,5.841,do he's the greatest salesman ever and I'm not knocking him I'm not knocking anything I'm only saying the money that we're spending on this war and we shouldn't be spending it should have,anything I'm only saying the money that
qqG96G8YdcE_1937159,1937.159,4.48,I'm not knocking him I'm not knocking anything I'm only saying the money that we're spending on this war and we shouldn't be spending it should have never happened I will have that War,we're spending on this war and we
qqG96G8YdcE_1940000,1940.0,4.519,anything I'm only saying the money that we're spending on this war and we shouldn't be spending it should have never happened I will have that War settled between Putin and zalinski as,shouldn't be spending it should have
qqG96G8YdcE_1941639,1941.639,5.801,we're spending on this war and we shouldn't be spending it should have never happened I will have that War settled between Putin and zalinski as president elect before I take office on,never happened I will have that War
qqG96G8YdcE_1944519,1944.519,5.16,shouldn't be spending it should have never happened I will have that War settled between Putin and zalinski as president elect before I take office on January 20th I'll have that War settled,settled between Putin and zalinski as
qqG96G8YdcE_1947440,1947.44,4.68,never happened I will have that War settled between Putin and zalinski as president elect before I take office on January 20th I'll have that War settled people being killed so needlessly so,president elect before I take office on
qqG96G8YdcE_1949679,1949.679,5.761,settled between Putin and zalinski as president elect before I take office on January 20th I'll have that War settled people being killed so needlessly so stupidly and I will get it settled and,January 20th I'll have that War settled
qqG96G8YdcE_1952120,1952.12,5.799,president elect before I take office on January 20th I'll have that War settled people being killed so needlessly so stupidly and I will get it settled and I'll get it settled fast before I take,people being killed so needlessly so
qqG96G8YdcE_1955440,1955.44,4.8,January 20th I'll have that War settled people being killed so needlessly so stupidly and I will get it settled and I'll get it settled fast before I take office President Biden you have a minute,stupidly and I will get it settled and
qqG96G8YdcE_1957919,1957.919,5.6,people being killed so needlessly so stupidly and I will get it settled and I'll get it settled fast before I take office President Biden you have a minute the fact is that Putin is a war criminal,I'll get it settled fast before I take
qqG96G8YdcE_1960240,1960.24,5.96,stupidly and I will get it settled and I'll get it settled fast before I take office President Biden you have a minute the fact is that Putin is a war criminal he's killed thousands and thousands of,office President Biden you have a minute
qqG96G8YdcE_1963519,1963.519,5.16,I'll get it settled fast before I take office President Biden you have a minute the fact is that Putin is a war criminal he's killed thousands and thousands of people and he has made one thing clear,the fact is that Putin is a war criminal
qqG96G8YdcE_1966200,1966.2,5.599,office President Biden you have a minute the fact is that Putin is a war criminal he's killed thousands and thousands of people and he has made one thing clear he wants to reestablish what was part of,he's killed thousands and thousands of
qqG96G8YdcE_1968679,1968.679,5.561,the fact is that Putin is a war criminal he's killed thousands and thousands of people and he has made one thing clear he wants to reestablish what was part of the Soviet Empire not just a pieace he,people and he has made one thing clear
qqG96G8YdcE_1971799,1971.799,4.681,he's killed thousands and thousands of people and he has made one thing clear he wants to reestablish what was part of the Soviet Empire not just a pieace he wants all of Ukraine that's what he,he wants to reestablish what was part of
qqG96G8YdcE_1974240,1974.24,4.2,people and he has made one thing clear he wants to reestablish what was part of the Soviet Empire not just a pieace he wants all of Ukraine that's what he wants and then you think he'll stop,the Soviet Empire not just a pieace he
qqG96G8YdcE_1976480,1976.48,3.679,he wants to reestablish what was part of the Soviet Empire not just a pieace he wants all of Ukraine that's what he wants and then you think he'll stop there do you think he'll stop when he if,wants all of Ukraine that's what he
qqG96G8YdcE_1978440,1978.44,4.479,the Soviet Empire not just a pieace he wants all of Ukraine that's what he wants and then you think he'll stop there do you think he'll stop when he if he if he takes Ukraine what do you think,wants and then you think he'll stop
